Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering
11:08:35,2026-01-20,ACC-S00764,ACC-R00520,766.03,AUD,AUD,Switzerland,Switzerland,Debit Card,0
11:10:19,2026-01-20,ACC-S01160,ACC-R00642,1866.47,USD,USD,Australia,Japan,ACH,0
11:11:01,2026-01-20,ACC-S00408,ACC-R01729,198.95,CAD,CAD,Japan,Switzerland,Wire,0
11:13:39,2026-01-20,ACC-S00004,ACC-R01089,860.1,JPY,JPY,Canada,Japan,ACH,0
11:13:40,2026-01-20,ACC-S00510,ACC-R01196,1192.6,CAD,CAD,Switzerland,United Kingdom,Cheque,0
11:14:20,2026-01-20,ACC-S01887,ACC-R01574,486.01,CAD,CAD,United Kingdom,United States,Wire,0
11:20:05,2026-01-20,ACC-S00613,ACC-R01674,3350.42,USD,USD,Brazil,India,Wire,0
11:23:47,2026-01-20,ACC-S00330,ACC-R01606,2903.13,JPY,JPY,United Kingdom,Canada,Cash Transfer,0
11:25:52,2026-01-20,ACC-S00763,ACC-R01772,937.82,GBP,GBP,Australia,United States,ACH,0
11:27:44,2026-01-20,ACC-S00717,ACC-R00172,409.99,CAD,CAD,India,Japan,Wire,0
11:32:25,2026-01-20,ACC-S01697,ACC-R01268,897.66,USD,USD,India,Brazil,ACH,0
11:33:14,2026-01-20,ACC-S01210,ACC-R00979,536.62,EUR,EUR,France,United States,Credit Card,0
11:35:01,2026-01-20,ACC-S00506,ACC-R00734,1605.34,AUD,AUD,United States,United Kingdom,Cash Transfer,0
11:36:28,2026-01-20,ACC-S00295,ACC-R01775,2838.2,GBP,GBP,United States,Canada,Credit Card,0
11:39:38,2026-01-20,ACC-S00844,ACC-R00621,1232.41,JPY,JPY,Australia,Singapore,Wire,0
11:48:40,2026-01-20,ACC-S00677,ACC-R01406,833.48,CAD,CAD,Australia,United States,Cash Transfer,0
12:02:06,2026-01-20,ACC-S01966,ACC-R00743,1064.37,JPY,JPY,United Kingdom,India,Cheque,0
12:04:16,2026-01-20,ACC-S01048,ACC-R00440,137.46,CAD,CAD,United States,Australia,Credit Card,0
12:06:25,2026-01-20,ACC-S00595,ACC-R01755,1466.36,EUR,EUR,Japan,Australia,Cash Transfer,0
12:08:22,2026-01-20,ACC-S00205,ACC-R00537,296.02,EUR,EUR,Canada,Brazil,Credit Card,0
12:11:47,2026-01-20,ACC-S00095,ACC-R01866,1216.85,USD,USD,Australia,Switzerland,Cheque,0
12:16:51,2026-01-20,ACC-S00195,ACC-R01652,530.7,EUR,EUR,Singapore,France,Wire,0
12:16:56,2026-01-20,ACC-S00348,ACC-R01272,845.87,CAD,CAD,France,France,Wire,0
12:18:18,2026-01-20,ACC-S01624,ACC-R01093,107.19,USD,USD,United Kingdom,Singapore,Credit Card,0
12:18:55,2026-01-20,ACC-S01466,ACC-R00287,460.32,GBP,GBP,Australia,France,Cheque,0
12:20:08,2026-01-20,ACC-S00533,ACC-R01631,1555.64,CAD,CAD,France,Switzerland,Debit Card,0
12:20:52,2026-01-20,ACC-S00033,ACC-R00218,298.5,CAD,CAD,Japan,Canada,ACH,0
12:22:33,2026-01-20,ACC-S01535,ACC-R00412,318.02,GBP,GBP,Australia,United Kingdom,ACH,0
12:24:10,2026-01-20,ACC-S01110,ACC-R01571,359.62,USD,GBP,Singapore,Germany,ACH,0
12:24:47,2026-01-20,ACC-S01329,ACC-R00207,711.38,JPY,JPY,France,Australia,Cheque,0
12:35:52,2026-01-20,ACC-S00456,ACC-R00265,1024.4,CAD,CAD,India,Germany,Wire,0
12:36:23,2026-01-20,ACC-S00236,ACC-R00518,265.45,EUR,EUR,India,United Kingdom,ACH,0
12:38:30,2026-01-20,ACC-S01457,ACC-R01459,324.91,AUD,AUD,Brazil,France,Wire,0
12:40:10,2026-01-20,ACC-S01854,ACC-R01266,2180.13,GBP,GBP,Brazil,India,ACH,0
12:43:35,2026-01-20,ACC-S00667,ACC-R00435,765.73,EUR,EUR,Switzerland,France,Debit Card,0
12:46:33,2026-01-20,ACC-S00352,ACC-R00986,1244.52,CAD,CAD,India,United Kingdom,Credit Card,0
12:50:34,2026-01-20,BAD-GEO019,ACC-R00877,2806.08,AUD,CAD,Russia,Switzerland,Wire,1
12:51:35,2026-01-20,ACC-S01790,ACC-R00496,1312.06,GBP,GBP,Australia,Switzerland,Debit Card,0
12:53:20,2026-01-20,ACC-S00361,ACC-R00411,84.26,GBP,GBP,Brazil,Switzerland,ACH,0
12:57:13,2026-01-20,ACC-S01165,ACC-R00241,1027.11,CAD,CAD,India,France,ACH,0
12:58:38,2026-01-20,ACC-S01557,ACC-R01911,215.72,EUR,EUR,United States,Switzerland,Debit Card,0
13:05:03,2026-01-20,ACC-S01181,ACC-R01108,196.89,USD,USD,Singapore,Brazil,Cash Transfer,0
13:06:42,2026-01-20,ACC-S00549,ACC-R00251,158.58,AUD,AUD,Brazil,Australia,Wire,0
13:08:06,2026-01-20,ACC-S00424,ACC-R00412,245.91,USD,USD,Germany,United Kingdom,Cash Transfer,0
13:11:25,2026-01-20,ACC-S00074,ACC-R00291,441.57,GBP,GBP,Australia,Canada,ACH,0
13:14:25,2026-01-20,ACC-S00424,ACC-R01612,620.49,JPY,JPY,Germany,Brazil,Debit Card,0
13:15:14,2026-01-20,ACC-S00126,ACC-R00530,1268.65,USD,USD,Switzerland,United Kingdom,Cheque,0
13:20:00,2026-01-20,ACC-S00912,ACC-R00939,854.43,GBP,GBP,France,Australia,Debit Card,0
13:22:12,2026-01-20,ACC-S01283,ACC-R01079,3231.34,AUD,AUD,France,Brazil,Wire,0
13:26:22,2026-01-20,ACC-S01357,ACC-R00259,1152.13,EUR,EUR,India,Canada,ACH,0
13:32:59,2026-01-20,ACC-S01403,ACC-R00424,212.05,JPY,JPY,Brazil,Singapore,Credit Card,0
13:34:44,2026-01-20,ACC-S01490,ACC-R00920,1063.28,CAD,CAD,Australia,Germany,Debit Card,0
13:43:01,2026-01-20,ACC-S01163,ACC-R00919,128.04,EUR,EUR,Japan,Japan,Debit Card,0
13:47:38,2026-01-20,ACC-S00330,ACC-R00290,2034.73,JPY,JPY,United Kingdom,Japan,Credit Card,0
13:50:58,2026-01-20,ACC-S01087,ACC-R01545,950.16,EUR,EUR,Singapore,Switzerland,Wire,0
13:55:41,2026-01-20,ACC-S01664,ACC-R00168,625.46,CAD,CAD,Japan,Japan,Debit Card,0
13:55:50,2026-01-20,ACC-S01833,ACC-R01066,738.12,AUD,AUD,Switzerland,Switzerland,ACH,0
13:56:46,2026-01-20,ACC-S01185,ACC-R01564,889.73,AUD,AUD,United States,Australia,Cheque,0
14:00:27,2026-01-20,ACC-S01379,ACC-R01616,1715.66,AUD,AUD,France,Germany,Cash Transfer,0
14:00:37,2026-01-20,ACC-S00992,ACC-R00248,883.99,USD,USD,Japan,Brazil,Cheque,0
14:02:02,2026-01-20,ACC-S01636,ACC-R01780,2721.17,CAD,CAD,Australia,Switzerland,Cheque,0
14:03:03,2026-01-20,ACC-S00919,ACC-R01163,1715.67,AUD,AUD,France,France,Credit Card,0
14:04:06,2026-01-20,ACC-S00799,ACC-R00982,1632.83,AUD,AUD,Singapore,India,Wire,0
14:07:24,2026-01-20,ACC-S00870,ACC-R00324,591.14,USD,USD,Canada,Canada,Wire,0
14:17:25,2026-01-20,ACC-S01898,ACC-R01489,806.41,USD,USD,United States,United States,Credit Card,0
14:19:03,2026-01-20,ACC-S00401,ACC-R01857,1014.84,EUR,EUR,Canada,Germany,Cash Transfer,0
14:26:03,2026-01-20,ACC-S01737,ACC-R01870,943.89,EUR,EUR,Japan,Australia,Cheque,0
14:34:17,2026-01-20,ACC-S00290,ACC-R01189,2117.19,EUR,CAD,France,Canada,ACH,0
14:38:02,2026-01-20,ACC-S00218,ACC-R00795,617.35,AUD,AUD,United States,India,Cash Transfer,0
14:39:22,2026-01-20,ACC-S01787,ACC-R00014,1073.2,AUD,AUD,India,United States,ACH,0
14:41:15,2026-01-20,ACC-S01645,ACC-R00747,404.82,AUD,AUD,Brazil,Japan,Credit Card,0
14:44:57,2026-01-20,ACC-S01872,ACC-R00138,50.23,GBP,GBP,Japan,United States,Cash Transfer,0
14:47:24,2026-01-20,ACC-S01910,ACC-R00313,1424.27,GBP,GBP,Australia,United Kingdom,Wire,0
14:48:23,2026-01-20,ACC-S00931,ACC-R00191,251.87,GBP,GBP,Brazil,United States,ACH,0
14:53:09,2026-01-20,ACC-S01241,ACC-R00228,221.81,CAD,CAD,Brazil,Brazil,Cheque,0
14:58:17,2026-01-20,ACC-S00134,ACC-R00027,3333.39,USD,USD,India,Japan,Wire,0
15:01:33,2026-01-20,ACC-S00608,ACC-R00301,3065.38,EUR,EUR,Switzerland,Australia,Cheque,0
15:02:14,2026-01-20,ACC-S01863,ACC-R01944,670.94,JPY,JPY,Australia,Japan,ACH,0
15:03:06,2026-01-20,ACC-S01240,ACC-R01288,238.42,GBP,GBP,Australia,Japan,Wire,0
15:05:15,2026-01-20,ACC-S00975,ACC-R00842,1718.74,JPY,JPY,Canada,Germany,Wire,0
15:13:50,2026-01-20,ACC-S00671,ACC-R01728,26.97,JPY,GBP,France,Germany,Wire,0
15:17:13,2026-01-20,ACC-S00977,ACC-R00311,2606.13,USD,USD,Brazil,Brazil,Cash Transfer,0
15:17:27,2026-01-20,ACC-S00401,ACC-R01394,867.15,USD,CAD,Canada,Canada,Debit Card,0
15:17:36,2026-01-20,ACC-S01018,ACC-R01026,1269.84,GBP,GBP,United Kingdom,India,ACH,0
15:19:45,2026-01-20,ACC-S00695,ACC-R00282,1300.27,USD,USD,Germany,Australia,Debit Card,0
15:19:46,2026-01-20,ACC-S01119,ACC-R00725,130.18,GBP,GBP,Japan,Switzerland,Cheque,0
15:20:55,2026-01-20,ACC-S00530,ACC-R00156,801.51,CAD,CAD,Canada,Germany,Wire,0
15:23:26,2026-01-20,ACC-S01241,ACC-R00206,159.78,AUD,AUD,Brazil,France,Wire,0
15:26:07,2026-01-20,ACC-S00201,ACC-R00587,79.58,CAD,CAD,Japan,Brazil,Wire,0
15:29:25,2026-01-20,ACC-S00971,ACC-R00467,106.32,AUD,AUD,Germany,France,Debit Card,0
15:32:11,2026-01-20,ACC-S00424,ACC-R01602,198.66,AUD,AUD,Germany,Singapore,Wire,0
15:35:01,2026-01-20,ACC-S01430,ACC-R00739,883.19,USD,USD,Singapore,Canada,Wire,0
15:35:19,2026-01-20,ACC-S00893,ACC-R00414,1426.05,CAD,CAD,Australia,Switzerland,Wire,0
15:35:24,2026-01-20,ACC-S00290,ACC-R01866,1109.22,AUD,AUD,France,Japan,Debit Card,0
15:41:28,2026-01-20,ACC-S00159,ACC-R01388,756.05,USD,USD,Canada,France,Credit Card,0
15:45:23,2026-01-20,ACC-S00809,ACC-R01287,1086.11,USD,USD,Singapore,Australia,Debit Card,0
15:46:58,2026-01-20,ACC-S00869,ACC-R00649,1768.23,AUD,AUD,France,Switzerland,Cash Transfer,0
15:46:59,2026-01-20,ACC-S01935,ACC-R01573,291.91,CAD,CAD,France,Singapore,Cheque,0
15:47:24,2026-01-20,ACC-S01663,ACC-R01206,1695.47,JPY,AUD,France,Switzerland,Debit Card,0
15:48:50,2026-01-20,ACC-S00711,ACC-R01658,148.65,GBP,GBP,Singapore,Brazil,Cheque,0
15:51:02,2026-01-20,ACC-S00716,ACC-R01512,1465.2,AUD,AUD,France,India,Cash Transfer,0
15:53:59,2026-01-20,ACC-S00222,ACC-R01886,177.34,CAD,CAD,Brazil,India,Credit Card,0
15:54:19,2026-01-20,ACC-S01296,ACC-R01190,1291.82,JPY,JPY,Singapore,United States,Wire,0
15:54:24,2026-01-20,ACC-S01649,ACC-R01789,785.69,JPY,JPY,India,Brazil,Debit Card,0
15:55:10,2026-01-20,ACC-S00579,ACC-R01230,1202.37,USD,USD,Singapore,Australia,Debit Card,0
15:57:06,2026-01-20,ACC-S00524,ACC-R01221,804.03,CAD,CAD,Switzerland,Japan,Credit Card,0
15:57:41,2026-01-20,ACC-S01655,ACC-R01347,482.46,CAD,CAD,Australia,Canada,Debit Card,0
15:58:59,2026-01-20,ACC-S00706,ACC-R01085,1374.9,AUD,AUD,Japan,Australia,Cash Transfer,0
16:07:41,2026-01-20,ACC-S00402,ACC-R01512,618.25,GBP,GBP,Switzerland,Germany,Cheque,0
16:07:42,2026-01-20,ACC-S01547,ACC-R00345,236.87,CAD,CAD,United States,United States,Cash Transfer,0
16:10:32,2026-01-20,ACC-S00921,ACC-R00828,464.19,AUD,AUD,Japan,Singapore,Debit Card,0
16:11:18,2026-01-20,ACC-S01881,ACC-R01176,543.23,CAD,CAD,Australia,Brazil,Cash Transfer,0
16:14:07,2026-01-20,ACC-S01679,ACC-R01026,782.93,CAD,CAD,Switzerland,Canada,Debit Card,0
16:14:32,2026-01-20,ACC-S00401,ACC-R01484,853.67,CAD,CAD,Canada,France,Cheque,0
16:23:04,2026-01-20,ACC-S01380,ACC-R00274,411.95,EUR,AUD,United Kingdom,France,Debit Card,0
16:26:08,2026-01-20,ACC-S00873,ACC-R01731,470.46,USD,USD,Germany,United Kingdom,Cash Transfer,0
16:39:32,2026-01-20,ACC-S00647,ACC-R00810,851.98,USD,USD,Japan,Japan,Debit Card,0
16:39:55,2026-01-20,ACC-S01519,ACC-R00962,341.38,AUD,AUD,United States,France,Cheque,0
16:40:00,2026-01-20,ACC-S01747,ACC-R00739,2465.76,CAD,CAD,Brazil,India,Credit Card,0
16:45:09,2026-01-20,ACC-S01286,ACC-R01164,5879.8,GBP,GBP,Australia,Canada,Cheque,0
16:45:21,2026-01-20,ACC-S00084,ACC-R00319,525.02,AUD,AUD,Germany,Canada,Credit Card,0
16:46:32,2026-01-20,ACC-S01564,ACC-R00981,1362.07,EUR,EUR,Germany,Australia,Cheque,0
16:50:20,2026-01-20,ACC-S01067,ACC-R00532,2424.37,AUD,EUR,Brazil,France,Credit Card,0
16:51:40,2026-01-20,ACC-S00919,ACC-R00948,1262.64,USD,USD,France,United Kingdom,Cash Transfer,0
16:54:20,2026-01-20,ACC-S00680,ACC-R01199,485.24,EUR,EUR,Japan,United States,Credit Card,0
16:54:35,2026-01-20,ACC-S00606,ACC-R00634,1234.62,AUD,AUD,Singapore,Japan,Cheque,0
16:57:54,2026-01-20,BAD-STR006,REC-STR006,9175.0,CAD,CAD,United States,Canada,Cash Transfer,1
17:00:00,2026-01-20,ACC-S00669,ACC-R00221,442.41,CAD,CAD,France,United Kingdom,Cheque,0
17:00:10,2026-01-20,ACC-S00436,ACC-R00786,190.8,EUR,EUR,United States,Switzerland,ACH,0
17:04:39,2026-01-20,ACC-S00806,ACC-R00333,1188.5,AUD,AUD,Singapore,United Kingdom,Debit Card,0
17:05:11,2026-01-20,ACC-S00282,ACC-R00930,3359.24,CAD,CAD,Switzerland,Switzerland,Cash Transfer,0
17:11:47,2026-01-20,ACC-S00529,ACC-R00672,396.63,USD,USD,Japan,Germany,Debit Card,0
17:20:29,2026-01-20,ACC-S01102,ACC-R01826,57.6,AUD,AUD,Switzerland,Brazil,Wire,0
17:31:41,2026-01-20,ACC-S01538,ACC-R01342,1310.62,USD,USD,Brazil,United States,Credit Card,0
17:37:33,2026-01-20,ACC-S01089,ACC-R00754,523.57,JPY,JPY,France,Canada,Credit Card,0
17:37:56,2026-01-20,ACC-S01288,ACC-R01262,81.9,AUD,AUD,Switzerland,Switzerland,Cash Transfer,0
17:38:48,2026-01-20,ACC-S00131,ACC-R01655,920.21,GBP,GBP,Germany,Germany,Cheque,0
17:39:43,2026-01-20,ACC-S00712,ACC-R00835,52.74,AUD,AUD,United States,Australia,Debit Card,0
17:39:49,2026-01-20,ACC-S01938,ACC-R00910,165.08,AUD,AUD,United States,United States,Wire,0
17:41:28,2026-01-20,ACC-S00068,ACC-R00741,511.61,GBP,GBP,Japan,France,Cash Transfer,0
17:42:39,2026-01-20,ACC-S01928,ACC-R00584,53.72,CAD,CAD,Germany,France,Debit Card,0
17:42:55,2026-01-20,ACC-S00623,ACC-R01231,229.16,JPY,JPY,India,India,Cheque,0
17:47:41,2026-01-20,ACC-S01995,ACC-R00064,1310.44,EUR,EUR,Australia,Brazil,Cheque,0
17:49:14,2026-01-20,ACC-S01009,ACC-R00778,1264.47,JPY,JPY,Switzerland,Singapore,ACH,0
17:53:46,2026-01-20,ACC-S00987,ACC-R01878,955.85,CAD,CAD,Singapore,Australia,Debit Card,0
18:02:36,2026-01-20,ACC-S00442,ACC-R01300,1467.29,GBP,GBP,United Kingdom,Australia,Cash Transfer,0
18:03:49,2026-01-20,ACC-S00402,ACC-R01759,855.34,USD,USD,Switzerland,Japan,Debit Card,0
18:06:22,2026-01-20,ACC-S01073,ACC-R01100,2595.48,CAD,CAD,Switzerland,Singapore,Wire,0
18:07:04,2026-01-20,ACC-S01299,ACC-R01403,1453.76,CAD,CAD,France,Japan,Wire,0
18:14:54,2026-01-20,ACC-S00342,ACC-R00775,579.21,CAD,CAD,Switzerland,Switzerland,Debit Card,0
18:17:38,2026-01-20,ACC-S00116,ACC-R00739,1228.77,GBP,GBP,Switzerland,Germany,ACH,0
18:23:57,2026-01-20,ACC-S00382,ACC-R00568,1430.61,GBP,GBP,India,United Kingdom,Credit Card,0
18:24:48,2026-01-20,ACC-S01259,ACC-R01283,67.61,JPY,JPY,India,United Kingdom,Cheque,0
18:27:05,2026-01-20,ACC-S01738,ACC-R00114,2333.12,EUR,EUR,Singapore,Japan,ACH,0
18:31:33,2026-01-20,ACC-S01557,ACC-R01262,219.88,AUD,AUD,United States,Switzerland,Debit Card,0
18:31:56,2026-01-20,ACC-S01534,ACC-R01702,2104.95,CAD,CAD,Switzerland,Japan,Cash Transfer,0
18:37:25,2026-01-20,ACC-S00666,ACC-R01407,719.23,JPY,JPY,Switzerland,France,Credit Card,0
18:37:25,2026-01-20,ACC-S01712,ACC-R01578,244.3,GBP,GBP,Singapore,France,Debit Card,0
18:38:32,2026-01-20,ACC-S00198,ACC-R01762,477.66,EUR,EUR,Canada,Japan,Cheque,0
18:38:52,2026-01-20,ACC-S01985,ACC-R01560,407.13,USD,USD,United Kingdom,United States,Cheque,0
18:50:59,2026-01-20,ACC-S00449,ACC-R00165,741.71,USD,USD,Germany,United Kingdom,Wire,1
18:56:08,2026-01-20,ACC-S01817,ACC-R01332,866.73,GBP,JPY,Australia,United States,Wire,0
18:56:26,2026-01-20,ACC-S01374,ACC-R01059,730.74,CAD,CAD,India,Japan,Debit Card,0
18:58:57,2026-01-20,ACC-S00709,ACC-R00296,296.59,CAD,EUR,Canada,Germany,Cash Transfer,0
18:59:38,2026-01-20,ACC-S01865,ACC-R00229,370.01,CAD,CAD,Brazil,Switzerland,Wire,0
19:02:00,2026-01-20,ACC-S00273,ACC-R00234,778.08,USD,USD,Canada,Brazil,Cheque,0
19:03:22,2026-01-20,ACC-S00975,ACC-R01568,1227.72,GBP,GBP,Canada,Germany,Debit Card,0
19:08:05,2026-01-20,ACC-S00232,ACC-R01885,775.87,CAD,CAD,United Kingdom,Brazil,Wire,0
19:08:13,2026-01-20,ACC-S00101,ACC-R00296,522.84,JPY,JPY,Canada,Canada,Credit Card,0
19:11:18,2026-01-20,ACC-S00899,ACC-R00115,626.69,CAD,CAD,United Kingdom,Japan,Debit Card,0
19:13:45,2026-01-20,ACC-S00385,ACC-R00798,572.78,AUD,AUD,India,Australia,ACH,0
19:18:54,2026-01-20,ACC-S01269,ACC-R01898,440.23,AUD,AUD,India,United Kingdom,Credit Card,0
19:20:34,2026-01-20,ACC-S01581,ACC-R00834,1079.44,JPY,JPY,United States,Australia,ACH,0
19:24:14,2026-01-20,ACC-S00800,ACC-R00363,1346.31,CAD,CAD,Brazil,Canada,Debit Card,0
19:24:26,2026-01-20,ACC-S01972,ACC-R00890,496.69,GBP,GBP,Switzerland,Switzerland,Debit Card,0
19:25:20,2026-01-20,ACC-S01130,ACC-R00959,2010.87,EUR,EUR,Singapore,Japan,Debit Card,0
19:27:51,2026-01-20,ACC-S01358,ACC-R01293,270.61,USD,USD,United Kingdom,Japan,Wire,0
19:35:11,2026-01-20,ACC-S00567,ACC-R01713,791.32,GBP,GBP,Brazil,Brazil,Cash Transfer,0
19:36:18,2026-01-20,ACC-S01751,ACC-R00848,870.24,JPY,JPY,United States,Canada,Cash Transfer,0
19:37:30,2026-01-20,ACC-S00995,ACC-R01461,663.1,CAD,CAD,Canada,Japan,Wire,1
19:38:15,2026-01-20,ACC-S01944,ACC-R00857,347.23,AUD,AUD,United Kingdom,United States,Debit Card,0
19:39:47,2026-01-20,ACC-S01235,ACC-R00580,582.17,GBP,GBP,Singapore,Brazil,ACH,0
19:40:03,2026-01-20,ACC-S01214,ACC-R01235,1293.89,GBP,GBP,Singapore,India,Debit Card,0
19:40:38,2026-01-20,ACC-S01114,ACC-R01410,1891.13,USD,USD,Singapore,Australia,Debit Card,0
19:47:25,2026-01-20,ACC-S01710,ACC-R01266,398.2,CAD,CAD,Australia,Japan,Debit Card,0
19:51:11,2026-01-20,ACC-S01406,ACC-R01619,533.62,USD,USD,Germany,Singapore,ACH,0
19:51:12,2026-01-20,ACC-S00555,ACC-R01916,316.61,GBP,GBP,Singapore,Japan,Debit Card,0
19:51:45,2026-01-20,ACC-S00658,ACC-R00851,715.69,USD,USD,Brazil,United Kingdom,ACH,0
19:51:45,2026-01-20,ACC-S00897,ACC-R00275,962.92,GBP,GBP,Singapore,United Kingdom,Cash Transfer,0
19:57:42,2026-01-20,ACC-S00001,ACC-R00304,1993.78,CAD,CAD,India,Australia,Debit Card,0
20:00:51,2026-01-20,ACC-S00246,ACC-R00594,902.67,USD,USD,Japan,United Kingdom,Cheque,0
20:01:49,2026-01-20,ACC-S01000,ACC-R01260,1419.6,EUR,EUR,Brazil,Switzerland,Cash Transfer,0
20:02:10,2026-01-20,ACC-S01331,ACC-R01151,1675.99,JPY,JPY,United Kingdom,Brazil,Cheque,0
20:09:01,2026-01-20,ACC-S00420,ACC-R00497,809.63,EUR,EUR,Switzerland,Australia,Cash Transfer,0
20:14:49,2026-01-20,ACC-S00483,ACC-R00495,78.48,JPY,JPY,India,Germany,Credit Card,0
20:17:24,2026-01-20,ACC-S01051,ACC-R00252,932.07,JPY,JPY,Australia,Singapore,Wire,0
20:22:13,2026-01-20,ACC-S01736,ACC-R01337,862.12,GBP,GBP,Switzerland,Brazil,Cash Transfer,0
20:24:49,2026-01-20,ACC-S01484,ACC-R00765,1088.8,CAD,CAD,Japan,United States,Debit Card,0
20:34:25,2026-01-20,ACC-S01952,ACC-R01091,190.99,JPY,JPY,Brazil,Brazil,Cash Transfer,0
20:34:46,2026-01-20,ACC-S00449,ACC-R01846,246.51,EUR,EUR,Germany,Brazil,Cheque,0
20:37:35,2026-01-20,ACC-S01781,ACC-R00313,791.15,JPY,CAD,United Kingdom,United Kingdom,Cash Transfer,0
20:39:08,2026-01-20,ACC-S01611,ACC-R01996,323.39,EUR,EUR,United States,India,Cash Transfer,0
20:39:34,2026-01-20,ACC-S00041,ACC-R01500,283.85,CAD,CAD,Japan,Singapore,Cash Transfer,0
20:46:22,2026-01-20,ACC-S00652,ACC-R00380,721.15,JPY,JPY,United States,Brazil,Debit Card,0
20:46:43,2026-01-20,ACC-S00945,ACC-R00351,1184.95,CAD,CAD,United States,United Kingdom,Wire,0
20:47:48,2026-01-20,ACC-S00284,ACC-R00753,1429.83,JPY,JPY,United Kingdom,India,Wire,0
20:50:18,2026-01-20,ACC-S01283,ACC-R00901,809.02,CAD,CAD,France,United Kingdom,Cheque,0
20:52:00,2026-01-20,ACC-S01102,ACC-R01324,58.32,GBP,GBP,Switzerland,Brazil,Credit Card,0
20:54:16,2026-01-20,ACC-S00897,ACC-R00543,2530.25,AUD,AUD,Singapore,Japan,Cheque,0
20:54:27,2026-01-20,ACC-S01397,ACC-R00559,1657.46,JPY,JPY,France,United States,Cash Transfer,0
20:56:56,2026-01-20,ACC-S01780,ACC-R00382,1109.82,CAD,CAD,Australia,Australia,Debit Card,0
20:57:47,2026-01-20,ACC-S00065,ACC-R00102,116.02,JPY,JPY,United Kingdom,Australia,Cheque,0
21:01:23,2026-01-20,ACC-S00261,ACC-R00351,1030.62,CAD,CAD,United States,India,Debit Card,0
21:01:52,2026-01-20,ACC-S00385,ACC-R00609,1523.39,EUR,EUR,India,Canada,Debit Card,0
21:07:52,2026-01-20,ACC-S01650,ACC-R01064,2301.73,AUD,AUD,Japan,Brazil,Cheque,0
21:08:53,2026-01-20,ACC-S00431,ACC-R01130,596.02,AUD,AUD,Japan,Japan,Cheque,0
21:10:53,2026-01-20,ACC-S01683,ACC-R00613,924.64,EUR,EUR,Australia,Australia,ACH,0
21:13:36,2026-01-20,ACC-S00928,ACC-R00195,844.31,EUR,EUR,Brazil,Japan,Cheque,0
21:13:56,2026-01-20,ACC-S01631,ACC-R00428,927.92,GBP,EUR,Switzerland,Switzerland,Credit Card,0
21:16:14,2026-01-20,ACC-S00836,ACC-R00016,2608.55,JPY,USD,France,India,Credit Card,0
21:18:52,2026-01-20,ACC-S01900,ACC-R00710,421.56,JPY,JPY,United States,Brazil,Wire,0
21:20:14,2026-01-20,ACC-S00623,ACC-R01144,243.95,JPY,JPY,India,India,Cheque,0
21:22:52,2026-01-20,ACC-S00649,ACC-R00889,2670.74,USD,USD,Switzerland,Brazil,Credit Card,0
21:29:36,2026-01-20,ACC-S01079,ACC-R00053,813.54,JPY,JPY,United Kingdom,Australia,Debit Card,0
21:30:10,2026-01-20,ACC-S01789,ACC-R00350,2004.64,EUR,EUR,Germany,Singapore,ACH,0
21:30:48,2026-01-20,ACC-S00155,ACC-R01436,401.43,CAD,CAD,Japan,India,Debit Card,0
21:34:25,2026-01-20,ACC-S00200,ACC-R01422,823.26,JPY,JPY,Brazil,India,Wire,0
21:35:43,2026-01-20,ACC-S00970,ACC-R00071,447.47,AUD,AUD,Canada,Germany,Cheque,0
21:37:25,2026-01-20,ACC-S00833,ACC-R00190,1249.94,GBP,GBP,Canada,Brazil,Cash Transfer,0
21:38:10,2026-01-20,ACC-S00428,ACC-R01903,562.51,AUD,AUD,Brazil,Canada,Wire,0
21:38:20,2026-01-20,ACC-S01784,ACC-R01135,209.28,JPY,JPY,Japan,Japan,Cash Transfer,0
21:43:44,2026-01-20,ACC-S01949,ACC-R00698,1266.22,USD,USD,United States,Brazil,Credit Card,0
21:47:42,2026-01-20,ACC-S00355,ACC-R00481,831.31,JPY,JPY,Singapore,India,ACH,0
21:53:11,2026-01-20,ACC-S00051,ACC-R01407,1273.69,EUR,EUR,Japan,Japan,Cheque,0
21:54:47,2026-01-20,ACC-S00293,ACC-R01398,684.78,AUD,AUD,Germany,Singapore,Cash Transfer,0
21:57:43,2026-01-20,ACC-S00682,ACC-R00077,680.55,JPY,JPY,Singapore,Singapore,Cash Transfer,0
22:05:21,2026-01-20,ACC-S01166,ACC-R00803,605.74,AUD,AUD,Singapore,Brazil,Cheque,0
22:05:39,2026-01-20,ACC-S01332,ACC-R01368,155.39,USD,USD,India,Japan,Credit Card,0
22:06:47,2026-01-20,ACC-S00957,ACC-R01532,955.96,CAD,CAD,India,France,Credit Card,0
22:14:04,2026-01-20,ACC-S01515,ACC-R01673,1391.56,GBP,GBP,Japan,Brazil,ACH,0
22:17:40,2026-01-20,ACC-S00383,ACC-R01688,2355.9,AUD,AUD,Switzerland,Brazil,Debit Card,0
22:18:15,2026-01-20,ACC-S00491,ACC-R01225,205.73,CAD,CAD,Canada,Brazil,Debit Card,0
22:18:42,2026-01-20,ACC-S01348,ACC-R01789,150.42,EUR,EUR,Japan,India,Wire,0
22:21:33,2026-01-20,ACC-S01751,ACC-R00558,1078.43,CAD,AUD,United States,Switzerland,Cash Transfer,0
